-32.83872506	1.160703211	-71.91164093
-47.86154955	8.980066364	-58.8039302
-10.93124872	34.02971745	-66.9962494
-11.61515962	16.61260791	-57.16546636
-11.95711506	7.904053143	-52.25007483
-18.9746443	4.204844037	-57.98469828
-18.63268885	12.91339881	-62.9000898
38.64769265	-60.31632765	-127.9471043
38.23734611	-70.76659337	-122.0486345
29.81631102	-75.2056443	-128.9301826
30.22665756	-64.75537857	-134.8286524
59.98463131	-31.23714159	-51.43084291
60.66854221	-13.82003205	-61.26162596
39.61595449	-24.91765937	-78.46549629
38.9320436	-42.33476891	-68.63471324
8.886394605	-26.6960426	-42.41929179
9.5703055	-9.278933059	-52.25007483
-11.48228222	-20.37656038	-69.45394516
-12.16619311	-37.79366992	-59.62316212
47.92510487	-69.07112253	-112.054005
48.60901576	-51.65401299	-121.8847881
20.5388988	-66.45084941	-144.8232819
19.85498791	-83.86795895	-134.9924988
-70.28195906	-36.95178003	-56.34623444
-68.91413727	-2.117560953	-76.00780053
-53.89131278	-9.936924106	-89.11551126
-54.57522367	-27.35403365	-79.28472821
15.60006872	9.638057411	-21.93849377
16.96789052	44.47227649	-41.60005987
1.94506602	52.29163964	-28.49234914
-5.07246322	48.59243054	-34.22697258
9.950361276	40.77306738	-47.33468331
10.63427217	58.19017692	-57.16546636
-4.388552324	66.00954008	-44.05775563
-46.49372776	43.81428544	-78.46549629
-31.47090327	35.99492229	-91.57320702
-48.17987512	1.160703211	-71.91164093
-60.406388	8.980066364	-58.8039302
-25.22378193	34.02971745	-66.9962494
-23.8104591	16.61260791	-57.16546636
-23.10379769	7.904053143	-52.25007483
-31.34471327	4.204844037	-57.98469828
-32.05137468	12.91339881	-62.9000898
11.3523104	-60.31632765	-127.9471043
12.20030409	-70.76659337	-122.0486345
2.311205403	-75.2056443	-128.9301826
1.46321171	-64.75537857	-134.8286524
49.01271816	-31.23714159	-51.43084291
47.59939534	-13.82003205	-61.26162596
22.87664862	-24.91765937	-78.46549629
24.28997144	-42.33476891	-68.63471324
-0.16305431	-26.6960426	-42.41929179
-1.576377131	-9.278933059	-52.25007483
-26.29912385	-20.37656038	-69.45394516
-24.88580103	-37.79366992	-59.62316212
24.02025046	-69.07112253	-112.054005
22.60692764	-51.65401299	-121.8847881
-10.35673466	-66.45084941	-144.8232819
-8.943411837	-83.86795895	-134.9924988
-82.30248908	-36.95178003	-56.34623444
-85.12913472	-2.117560953	-76.00780053
-72.90262185	-9.936924106	-89.11551126
-71.48929902	-27.35403365	-79.28472821
10.91985672	9.638057411	-21.93849377
8.093211077	44.47227649	-41.60005987
-4.133301796	52.29163964	-28.49234914
-12.37421737	48.59243054	-34.22697258
-0.147704497	40.77306738	-47.33468331
-1.561027318	58.19017692	-57.16546636
-13.78754019	66.00954008	-44.05775563
-63.23303364	43.81428544	-78.46549629
-51.00652076	35.99492229	-91.57320702
-1 
Vertex coordinates for block uppercase 3D Q.
Used in COMP 4560 example program for Assignment 5.
200810 Term version

